DocNo,DDate,CustID,Curncy,Creater,OrdAmt,CreateDate
86919,5/10/10,BINTEC,USD,VITA,828,5/10/10
99084,5/10/10,TOPG,USD,SHERRY,2745,5/10/10
70435,5/7/10,BIRCHWOOD,USD,BONNIE,9375,5/7/10
86918,5/7/10,T&M,USD,VITA,9404,5/7/10
99081,5/7/10,TRIS,USD,SHERRY,8100.02,5/7/10
99082,5/7/10,TRIS,USD,SHERRY,3296,5/7/10
99083,5/7/10,KROS,USD,SHERRY,90,5/7/10
70433,5/6/10,HORIZONE,USD,BONNIE,629.53,5/6/10
70434,5/6/10,PT,USD,BONNIE,13800,5/6/10
86917,5/6/10,ALLS,USD,VITA,4194,5/6/10
99079,5/6/10,YAKI,USD,BONNIE,1074.7,5/6/10
99080,5/6/10,NOIR,USD,BONNIE,2850,5/6/10
70430,5/5/10,PROT,USD,BONNIE,715,5/5/10
70431,5/5/10,COURAGE,USD,BONNIE,2333,5/5/10
70432,5/5/10,EXCELLENT,USD,BONNIE,6735,5/5/10
70429,5/4/10,SENG,USD,BONNIE,952.5,5/4/10
86913,5/4/10,TOTS,USD,VITA,16341.6,5/4/10
86915,5/4/10,VITO,USD,VITA,4712.4,5/4/10
86916,5/4/10,DECTRA,USD,VITA,5417.94,5/4/10
99078,5/3/10,ROC,USD,SHERRY,4175.5,5/3/10
70427,4/30/10,PHILLIPS,USD,BONNIE,963.5,4/30/10
70428,4/30/10,UMAIR ,USD,BONNIE,9334,4/30/10
86914,4/29/10,LOGA,USD,VITA,10844.4,4/29/10
99077,4/29/10,IRID,USD,SHERRY,1416,4/29/10
99076,4/28/10,GATEOPTICAL,USD,SHERRY,354,4/28/10
70425,4/27/10,HSD,USD,BONNIE,6192,4/27/10
70426,4/27/10,COYOTE,USD,BONNIE,3199.5,4/27/10
86912,4/27/10,KAZ,USD,VITA,2016,4/27/10
99073,4/27/10,GEOG1,USD,SHERRY,4590.24,4/27/10
99074,4/27/10,LAMP,USD,SHERRY,3355.2,4/27/10
99075,4/27/10,KLEA,USD,SHERRY,123,4/27/10
70423,4/26/10,FALCON,USD,BONNIE,26220,4/26/10
70424,4/26/10,EXCELLENT,USD,BONNIE,3462,4/26/10
86907,4/26/10,PELI,USD,VITA,30246,4/26/10
86908,4/26/10,ZOOM-1,USD,VITA,1498.6,4/26/10
86909,4/26/10,ZOOM-1,USD,VITA,1407.6,4/26/10
86911,4/26/10,RAYONG,USD,VITA,11418,4/26/10
99071,4/26/10,IRID,USD,SHERRY,330,4/26/10
99072,4/26/10,IRID,USD,SHERRY,520,4/26/10
86902,4/23/10,NEBO,USD,MAY,8372.16,4/23/10
86903,4/23/10,KONG,USD,MAY,1456.2,4/23/10
86904,4/23/10,VITO,USD,MAY,22338.72,4/23/10
86905,4/23/10,VITO,USD,MAY,25095.3,4/23/10
86906,4/23/10,ups,USD,MAY,7620,4/23/10
86900,4/22/10,CLUTE,USD,MAY,13938,4/22/10
86901,4/22/10,BINTEC,USD,SHERRY,11385,4/22/10
9636,4/22/10,VOS,NTD,MAY,11340,4/22/10
70421,4/21/10,PRODUSCA,USD,SHERRY,7000,4/21/10
70422,4/21/10,OPTISUR,USD,SHERRY,162,4/21/10
86898,4/21/10,PALM,USD,MAY,5381.4,4/21/10
86899,4/21/10,HAVERSTOCK,USD,MAY,3636,4/21/10
99070,4/20/10,KLEA,USD,SHERRY,175,4/20/10
70419,4/16/10,PHILLIPS,USD,BONNIE,1288.25,4/16/10
70420,4/16/10,FITWELL,USD,BONNIE,27837,4/16/10
86896,4/16/10,ROB,USD,VITA,130798.4,4/16/10
86897,4/16/10,D&G,USD,VITA,950,4/16/10
70418,4/15/10,IMAGEM,USD,BONNIE,4340.7,4/15/10
86894,4/15/10,DECTRA,USD,VITA,8934.09,4/15/10
86895,4/15/10,DECTRA,USD,VITA,4270.32,4/15/10
99069,4/15/10,IRID,USD,SHERRY,2174,4/15/10
70417,4/13/10,HELLY,USD,BONNIE,178.5,4/13/10
99067,4/13/10,DEGI,USD,SHERRY,13302,4/13/10
99068,4/13/10,KROS,USD,SHERRY,16069.8,4/13/10
86893,4/12/10,KONG,USD,VITA,1581.6,4/12/10
99066,4/12/10,MAJOR,USD,SHERRY,61497,4/12/10
86891,4/9/10,KONG,USD,VITA,2418,4/9/10
86892,4/9/10,DELSOL,USD,VITA,1039.68,4/9/10
99064,4/9/10,LIBE,USD,SHERRY,54578.88,4/9/10
99065,4/9/10,ROC,USD,SHERRY,7413.62,4/9/10
70416,4/8/10,SENG,USD,BONNIE,472.5,4/8/10
86889,4/8/10,CELICA,USD,VITA,6684,4/8/10
86890,4/8/10,DECTRA,USD,VITA,2250,4/8/10
99058,4/8/10,3F,USD,SHERRY,4695,4/8/10
99059,4/8/10,3F,USD,SHERRY,540,4/8/10
86887,4/6/10,PELI,USD,VITA,13953,4/6/10
86888,4/6/10,ARIO,USD,VITA,10210.2,4/6/10
99061,4/6/10,DEGI,USD,SHERRY,2768,4/6/10
99062,4/6/10,VICSA-ME,USD,SHERRY,11651.4,4/6/10
99063,4/6/10,TOPG,USD,SHERRY,539,4/6/10
99013/14,4/2/10,IRID,USD,SHERRY,2564.8,4/2/10
70414,4/1/10,GEVANTA,USD,BONNIE,7248,4/1/10
70415,4/1/10,BAN,USD,BONNIE,5902,4/1/10
86885,4/1/10,DECTRA,USD,VITA,700,4/1/10
86886,4/1/10,ups,USD,VITA,6573,4/1/10
884,3/31/10,DAYTONA,USD,VITA,3335,3/31/10
99060,3/31/10,VICSA,USD,SHERRY,24500,3/31/10
86883,3/30/10,BALZER,USD,VITA,3651,3/30/10
99057,3/30/10,VICSA-AR,USD,SHERRY,25454.4,3/30/10
86881,3/29/10,KONG,USD,VITA,5211,3/29/10
86882,3/29/10,LOCA,USD,VITA,155.76,3/29/10
99056,3/29/10,IDEAL,USD,SHERRY,9996,3/29/10
86878,3/26/10,STEREO,USD,VITA,9780,3/26/10
86879,3/26/10,OFAR,USD,VITA,20000,3/26/10
86880,3/26/10,CLUTE,USD,VITA,2910,3/26/10
99055,3/26/10,GATEOPTICAL,USD,SHERRY,6118,3/26/10
86876,3/25/10,PELI,USD,VITA,39684,3/25/10
70413-S,3/24/10,FBD,USD,BONNIE,169.2,3/24/10
99053,3/23/10,MAILSHOP,USD,SHERRY,65084.5,3/23/10
99054,3/23/10,LIBE,USD,SHERRY,1555.2,3/23/10
70399-1,3/22/10,JDM,USD,BONNIE,8360,3/22/10
70409,3/22/10,PRODUSCA,USD,BONNIE,83688.8,3/22/10
70411,3/22/10,MB,USD,BONNIE,1465,3/22/10
70412,3/22/10,SENG,USD,BONNIE,945,3/22/10
99052,3/22/10,IRID,USD,SHERRY,2601,3/22/10
86875,3/19/10,JAMES,USD,VITA,874,3/19/10
86873,3/18/10,KAZ,USD,VITA,1228.5,3/18/10
86874,3/18/10,MCCRAY,USD,VITA,1950,3/18/10
99049,3/18/10,IRID,USD,SHERRY,5559,3/18/10
99050,3/18/10,BOND,USD,SHERRY,7731,3/18/10
86870,3/17/10,FCE,USD,VITA,12500,3/17/10
86871,3/17/10,D&G,USD,VITA,2712.5,3/17/10
86872,3/17/10,DELSOL,USD,VITA,3165.12,3/17/10
99048,3/17/10,DEGI,USD,SHERRY,6777,3/17/10
99046,3/16/10,LIBE,USD,SHERRY,648,3/16/10
70408,3/15/10,SAFETYWARE,USD,BONNIE,2050.5,3/15/10
86818,3/15/10,TOTS,USD,VITA,27945.5,3/15/10
86869,3/15/10,FCE,USD,VITA,2880,3/15/10
70406,3/12/10,KPR,USD,BONNIE,11952.92,3/12/10
70407,3/12/10,GREAT,USD,BONNIE,1653,3/12/10
86864,3/12/10,VITO,USD,VITA,10209,3/12/10
86865,3/12/10,GRONA,USD,VITA,3306.9,3/12/10
86866,3/12/10,NAGY,USD,VITA,878,3/12/10
86867,3/12/10,poly,USD,VITA,1958,3/12/10
86868,3/12/10,YAMAN,USD,VITA,1950,3/12/10
99039,3/12/10,NOIR,USD,SHERRY,3970,3/12/10
99040,3/12/10,KLEA,USD,SHERRY,2855,3/12/10
99041,3/12/10,RISLI,USD,SHERRY,2025,3/12/10
99042,3/12/10,JIL,USD,SHERRY,846,3/12/10
99043,3/12/10,ZOE,USD,SHERRY,3940,3/12/10
99044,3/12/10,GLAM,USD,SHERRY,6668,3/12/10
99045,3/12/10,IRID,USD,SHERRY,1950,3/12/10
86861,3/11/10,CLUTE,USD,VITA,15795,3/11/10
86862,3/11/10,OJSC,USD,VITA,27041.2,3/11/10
86863,3/11/10,KESKIN,USD,VITA,83585,3/11/10
99037,3/11/10,IRID,USD,SHERRY,2430,3/11/10
99038,3/11/10,UVWR,USD,SHERRY,14400,3/11/10
DEB-001,3/11/10,VICSA,USD,SHERRY,100,3/11/10
70405,3/10/10,HORIZONE,USD,BONNIE,7020,3/10/10
99036,3/10/10,DEGI,USD,SHERRY,9345,3/10/10
ROB-001,3/10/10,ROB,USD,VITA,940,3/10/10
70403,3/9/10,SENG,USD,BONNIE,945,3/9/10
70404,3/9/10,TOYA,USD,BONNIE,43061.57,3/9/10
86860,3/9/10,RIDER,USD,MAY,5580,3/9/10
99035,3/9/10,OPTICAID,USD,MAY,8697.5,3/9/10
70401,3/8/10,PT,USD,BONNIE,1656,3/8/10
70402,3/8/10,IMAGEM,USD,BONNIE,5484.5,3/8/10
86859,3/8/10,FCE,USD,MAY,1440,3/8/10
86857,3/5/10,D&G,USD,MAY,1056,3/5/10
86858,3/5/10,KONG,USD,MAY,2070,3/5/10
70400,3/4/10,SAFETYSPECS,USD,BONNIE,1421,3/4/10
86855,3/4/10,VITO,USD,MAY,1249.56,3/4/10
86856,3/4/10,BANGKOK,USD,BONNIE,7728,3/4/10
99034,3/4/10,MCCOR,USD,BONNIE,11466,3/4/10
70399,3/3/10,JDM,USD,BONNIE,12056.5,3/3/10
86854,3/3/10,MOUCHES,USD,MAY,1761,3/3/10
9635,3/3/10,CCWEI,NTD,MAY,13860,3/3/10
70397,3/2/10,IL SUK,USD,BONNIE,1595,3/2/10
70398,3/2/10,CAPRI OPTICS,USD,BONNIE,6102.5,3/2/10
86853,3/2/10,BALZER,USD,MAY,1506,3/2/10
99033,3/2/10,VICSA-ME,USD,BONNIE,4917,3/2/10
70396,3/1/10,GUARDSMAN,USD,BONNIE,33940,3/1/10
99031,3/1/10,LIBE,USD,SHERRY,22217.76,3/1/10
99032,3/1/10,KLEA,USD,SHERRY,788.28,3/1/10
86852,2/26/10,DECTRA,USD,VITA,3114.72,2/26/10
99029,2/26/10,YAKI,USD,SHERRY,2573,2/26/10
99030,2/26/10,TOPG,USD,SHERRY,5958,2/26/10
86850,2/24/10,ZOOM-1,USD,VITA,1528.6,2/24/10
86844,2/23/10,SIAM,USD,VITA,6196,2/23/10
86845,2/23/10,OFAR,USD,VITA,6860,2/23/10
86846B,2/23/10,DECTRA,USD,VITA,5838.4,2/23/10
86847,2/23/10,SCUBA,USD,VITA,1800,2/23/10
86848,2/23/10,R&E,USD,VITA,11628,2/23/10
86849,2/23/10,KAZ,USD,VITA,2575,2/23/10
99028,2/23/10,KROS,USD,SHERRY,4335,2/23/10
CR-001,2/23/10,LAMP,USD,SHERRY,115.23,2/23/10
70393,2/22/10,PT,USD,BONNIE,1005,2/22/10
70394,2/22/10,CA,USD,BONNIE,6841.92,2/22/10
70395,2/22/10,QATARI,USD,BONNIE,38530,2/22/10
86839,2/22/10,VAC,USD,VITA,5743.2,2/22/10
86840,2/22/10,NEBO,USD,VITA,13336.8,2/22/10
86841,2/22/10,CAREHEALTY,USD,VITA,8175,2/22/10
86842,2/22/10,PELI,USD,VITA,15354,2/22/10
86843,2/22/10,VIS,USD,VITA,2308.5,2/22/10
86846,2/22/10,DECTRA,USD,VITA,6634.13,2/22/10
86846A,2/22/10,DECTRA,USD,VITA,3185.28,2/22/10
98168-CR,2/22/10,GLOBAL,USD,SHERRY,19.04,2/22/10
99025,2/22/10,MAJOR,USD,SHERRY,44956,2/22/10
99026,2/22/10,KLEA,USD,SHERRY,3555,2/22/10
99027,2/22/10,SIER,USD,SHERRY,4100.04,2/22/10
70390,2/11/10,LM,USD,BONNIE,2200,2/11/10
70391,2/11/10,PSE,USD,BONNIE,6820,2/11/10
70392,2/11/10,PERSONA,USD,BONNIE,1402.48,2/11/10
86817,2/11/10,GLASSORAMA,USD,VITA,74829,2/11/10
86837,2/11/10,KONG,USD,VITA,2601.6,2/11/10
86838,2/11/10,STOXDAL,USD,VITA,8248.5,2/11/10
99024,2/11/10,MCCOR,USD,SHERRY,1987.2,2/11/10
70388,2/9/10,GLOBAL VISION,USD,BONNIE,1530,2/9/10
70389,2/9/10,WEST CHESTER,USD,BONNIE,19184,2/9/10
86836,2/9/10,OJSC,USD,VITA,1000,2/9/10
99022,2/8/10,IRID,USD,SHERRY,894.4,2/8/10
99023,2/8/10,GLOBAL,USD,SHERRY,4485,2/8/10
sc0010,2/8/10,S.C.,USD,VITA,17,2/22/10
99021,2/6/10,LAMP,USD,SHERRY,3373.6,2/6/10
99019,2/5/10,VICSA-CO,USD,SHERRY,1894.8,2/5/10
99020,2/5/10,ROC,USD,SHERRY,1078,2/5/10
70299-1-04,2/4/10,NEVA,USD,BONNIE,0,2/4/10
86835,2/4/10,CLUTE,USD,VITA,7947,2/4/10
86832,2/3/10,LOGA,USD,VITA,10161.3,2/3/10
86833,2/3/10,NEBO,USD,VITA,5099.52,2/3/10
86834,2/3/10,D&G,USD,VITA,2505,2/3/10
86828,2/2/10,BLAXALL,USD,VITA,1821.66,2/2/10
86829,2/2/10,KONG,USD,VITA,6240,2/2/10
86830,2/2/10,BINTEC,USD,VITA,2901,2/2/10
86831,2/2/10,BINTEC,USD,VITA,2232,2/2/10
86825,2/1/10,E2E,USD,VITA,3507,2/1/10
86826,2/1/10,CELICA,USD,VITA,5076,2/1/10
86827,2/1/10,KAZ,USD,VITA,3200,2/1/10
99018,2/1/10,MANN,USD,SHERRY,2524.56,2/1/10
86824,1/29/10,DECTRA,USD,VITA,2490.41,1/29/10
86824A,1/29/10,DECTRA,USD,VITA,1088.64,1/29/10
99016,1/29/10,VICSA-ME,USD,SHERRY,8756.4,1/29/10
99017,1/29/10,IRID,USD,SHERRY,3808,1/29/10
70387,1/28/10,PT,USD,BONNIE,2034,1/28/10
86822,1/28/10,KONG,USD,VITA,6288,1/28/10
86823,1/28/10,DELSOL,USD,VITA,1039.68,1/28/10
99010,1/28/10,3F,USD,SHERRY,9682,1/28/10
99015,1/28/10,LIBE,USD,SHERRY,28226.88,1/28/10
86821,1/27/10,WAY,USD,VITA,3204,1/27/10
86820,1/25/10,KONG,USD,VITA,1332,1/25/10
86820A,1/25/10,KONG,USD,VITA,162,1/25/10
99014,1/25/10,IRID,USD,SHERRY,1041,1/25/10
86819,1/22/10,OTELO,USD,VITA,4722.92,1/22/10
99011,1/22/10,ANDES,USD,SHERRY,12108,1/22/10
99012,1/22/10,ROC,USD,SHERRY,1693.2,1/22/10
99013,1/22/10,IRID,USD,SHERRY,2357.28,1/22/10
70386,1/20/10,BAN,USD,BONNIE,4811.4,1/20/10
99009,1/20/10,DEME,USD,SHERRY,2173,1/20/10
86816,1/19/10,HARLEX,USD,VITA,8101.5,1/19/10
86813,1/18/10,BINTEC,USD,VITA,3312.8,1/18/10
86814,1/18/10,FCE,USD,VITA,2500,1/18/10
86815,1/18/10,antonis,USD,VITA,3328.6,1/18/10
99005,1/18/10,GLOBAL,USD,SHERRY,670,1/18/10
99006,1/18/10,SIER,USD,SHERRY,3876,1/18/10
99007,1/18/10,TOMAS,USD,SHERRY,1233.72,1/18/10
99008,1/18/10,LAMP,USD,SHERRY,2016,1/18/10
86812,1/15/10,KAZ,USD,VITA,6180,1/15/10
99004,1/15/10,WIZA,USD,SHERRY,2140,1/15/10
70384,1/14/10,ELYOSR,USD,BONNIE,18775,1/14/10
70385,1/14/10,PT,USD,BONNIE,3108,1/14/10
99003,1/14/10,INFI,USD,SHERRY,3399,1/14/10
86811,1/13/10,ups,USD,VITA,6666,1/13/10
99001,1/13/10,THUR,USD,SHERRY,2490,1/13/10
99002,1/13/10,GATEOPTICAL,USD,SHERRY,1680,1/13/10
70361-1,1/12/10,CAPRI OPTICS,USD,BONNIE,98.7,1/12/10
86809,1/12/10,ALLS,USD,VITA,594,1/12/10
86810,1/12/10,BARZ,USD,VITA,117.5,1/12/10
9634,1/12/10,VOS,NTD,MAY,3780,1/12/10
98194,1/12/10,VICSA,USD,SHERRY,4000,1/12/10
98195,1/12/10,VICSA,USD,SHERRY,4500,1/12/10
98196,1/12/10,ROC,USD,SHERRY,1476,1/12/10
70382,1/11/10,SCHMERLER,USD,BONNIE,22160,1/11/10
70383,1/11/10,SENG,USD,BONNIE,945,1/11/10
9633,1/11/10,GOV,NTD,MAY,13500,1/11/10
86808,1/8/10,DELSOL,USD,VITA,3425.04,1/8/10
70381,1/7/10,COYOTE,USD,BONNIE,963,1/7/10
86807,1/7/10,KONG,USD,VITA,2905.8,1/7/10
98191,1/7/10,GLOBAL,USD,SHERRY,20648,1/7/10
98192,1/7/10,COLV1,USD,SHERRY,5589,1/7/10
86806,1/6/10,NEBO,USD,VITA,10475.52,1/6/10
98190,1/6/10,LIBE,USD,SHERRY,1900.8,1/6/10
86804,1/5/10,KONG,USD,VITA,2707.2,1/5/10
86805,1/5/10,ARIO,USD,VITA,5015.4,1/5/10
86800,1/4/10,SEKYE,USD,VITA,15095.5,12/28/09
98188,1/4/10,GLOBAL,USD,SHERRY,17674.2,1/4/10
98189,1/4/10,MOTIV,USD,SHERRY,1256,1/4/10
70380,12/31/09,SAFETYWARE,USD,BONNIE,2354,12/31/09
86803,12/31/09,KONG,USD,VITA,4042.8,12/31/09
70379,12/29/09,HORIZONE,USD,BONNIE,665.73,12/29/09
86801,12/29/09,KONG,USD,VITA,6325.2,12/29/09
86802,12/29/09,PELI,USD,VITA,10710,12/29/09
70377,12/28/09,CONG ,USD,BONNIE,25788,12/28/09
70378,12/28/09,OUTILSEC,USD,BONNIE,26735,12/28/09
98187,12/28/09,S&S,USD,SHERRY,9385.5,12/28/09
86798,12/25/09,IS,USD,BONNIE,5028,12/25/09
86799,12/25/09,VIS,USD,SHERRY,88,12/25/09
86795,12/24/09,MAPE,USD,VITA,5820,12/24/09
86796,12/24/09,STRA,USD,VITA,5384.5,12/24/09
86797,12/24/09,VIS,USD,VITA,354,12/24/09
98186,12/24/09,VICSA-AR,USD,SHERRY,29170.8,12/24/09
86794,12/23/09,OZCO,USD,VITA,28500,12/23/09
98185,12/23/09,IRID,USD,SHERRY,2160,12/23/09
98184,12/22/09,3F,USD,SHERRY,1050,12/22/09
70376,12/17/09,CARUSO,USD,BONNIE,9960,12/17/09
86793,12/17/09,CLUTE,USD,VITA,10680,12/17/09
70375,12/16/09,FALCON,USD,BONNIE,17460,12/16/09
86792,12/16/09,DELSOL,USD,VITA,1039.68,12/16/09
98183,12/16/09,IRID,USD,VITA,3906.8,12/16/09
70374,12/15/09,PHILLIPS,USD,BONNIE,680,12/15/09
70373,12/14/09,SPECIALIST,USD,BONNIE,1285,12/14/09
86791,12/14/09,WIGG,USD,VITA,15621.08,12/14/09
70372,12/10/09,PSE,USD,BONNIE,5020,12/10/09
98181,12/10/09,DUBR,USD,SHERRY,2076,12/10/09
98182,12/10/09,VERO,USD,SHERRY,3225.6,12/10/09
98180,12/9/09,NOIR,USD,SHERRY,2790,12/9/09
86788A,12/8/09,LOCA,USD,VITA,880.8,12/8/09
86787,12/7/09,PELI,USD,VITA,13188,12/7/09
86788,12/7/09,LOCA,USD,VITA,3226.8,12/7/09
86789,12/7/09,CAREHEALTY,USD,VITA,5058,12/7/09
86790,12/7/09,D&G,USD,VITA,5768,12/7/09
70371,12/4/09,IL SUK,USD,BONNIE,1595,12/4/09
86785,12/4/09,KONG,USD,VITA,3012,12/4/09
86786,12/4/09,RIDER,USD,VITA,5568.6,12/4/09
98178,12/4/09,LIBE,USD,SHERRY,52227.36,12/4/09
98179,12/4/09,IRID,USD,SHERRY,580,12/4/09
70370,12/3/09,SENG,USD,BONNIE,799.8,12/3/09
86784,12/3/09,JOT,USD,VITA,16339,12/3/09
98175,12/3/09,MAILSHOP,USD,SHERRY,26448,12/3/09
98176,12/3/09,URSU,USD,SHERRY,1890,12/3/09
98177,12/3/09,IOS,USD,SHERRY,1512,12/3/09
70369,12/2/09,PHILLIPS,USD,BONNIE,2351.8,12/2/09
86781,12/1/09,BARZ,USD,VITA,1619.2,12/1/09
86782,12/1/09,LOCA,USD,VITA,1984.8,12/1/09
86783,12/1/09,ALLS,USD,VITA,1092,12/1/09
98174,12/1/09,GLOBAL,USD,VITA,28066.8,12/1/09
86780,11/30/09,R&E,USD,VITA,8707.5,11/30/09
86778a,11/27/09,KONG,USD,VITA,512.4,11/27/09
86779,11/27/09,CLUTE,USD,VITA,28386,11/27/09
98172,11/27/09,KLEA,USD,SHERRY,1720.32,11/27/09
98173,11/27/09,URSU,USD,SHERRY,4104,11/27/09
98171,11/26/09,MAJOR,USD,SHERRY,35457,11/26/09
70368,11/25/09,SPECTRONICS,USD,BONNIE,17100,11/25/09
86778,11/25/09,KONG,USD,VITA,1928.4,11/25/09
86776,11/24/09,ALLS,USD,VITA,2843,11/24/09
86777,11/24/09,LOCA,USD,VITA,78,11/24/09
98170,11/24/09,VICSA-ME,USD,SHERRY,9148.8,11/24/09
86774a,11/23/09,DECTRA,USD,VITA,796,11/23/09
86775,11/23/09,ups,USD,VITA,6444,11/23/09
98169,11/23/09,UVWR,USD,SHERRY,9219,11/23/09
86773,11/20/09,BALZER,USD,VITA,4623,11/20/09
86774,11/20/09,DECTRA,USD,VITA,2219.4,11/20/09
70367,11/19/09,HELLY,USD,BONNIE,34912.8,11/19/09
86771,11/19/09,CAREHEALTY,USD,VITA,1854.4,11/19/09
86771A,11/19/09,CAREHEALTY,USD,VITA,5508,11/19/09
86770,11/18/09,PELI,USD,VITA,7620,11/18/09
70365,11/17/09,EXCELLENT,USD,BONNIE,3548.16,11/17/09
70366,11/17/09,UMAIR ,USD,BONNIE,12042,11/17/09
86768,11/16/09,BANGKOK,USD,VITA,6807,11/16/09
86769,11/16/09,KONG,USD,VITA,5580.6,11/16/09
86767,11/13/09,D&G,USD,VITA,2222,11/13/09
98168,11/13/09,GLOBAL,USD,SHERRY,29326.8,11/13/09
86765,11/12/09,KAZ,USD,VITA,6180,11/12/09
86766,11/12/09,KAZ,USD,VITA,4880,11/12/09
98165,11/12/09,URSU,USD,SHERRY,2412,11/12/09
98166,11/12/09,GATEOPTICAL,USD,SHERRY,81,11/12/09
98167,11/12/09,IRID,USD,SHERRY,429,11/12/09
70363-1,11/11/09,OPTICA,USD,BONNIE,400,11/11/09
70364,11/11/09,CERKALL,USD,BONNIE,4443.5,11/11/09
86760,11/11/09,ARIO,USD,MAY,5619,11/5/09
86763,11/11/09,DELSOL,USD,VITA,1062.72,11/11/09
86764,11/11/09,BARZ,USD,VITA,4020,11/11/09
98164,11/11/09,PASS,USD,SHERRY,4164,11/11/09
70358,11/10/09,FALCON,USD,BONNIE,1920,11/10/09
70359,11/10/09,__,USD,BONNIE,381.97,11/10/09
70360,11/10/09,KOOL-ON,USD,BONNIE,849,11/10/09
70361,11/10/09,CAPRI OPTICS,USD,BONNIE,1996,11/10/09
70362,11/10/09,ZAINA,USD,BONNIE,1070,11/10/09
86762,11/10/09,QUALITY,USD,VITA,264,11/10/09
98160,11/10/09,VICSA,USD,SHERRY,8048,11/10/09
98161,11/10/09,VICSA,USD,SHERRY,12744.4,11/10/09
98162,11/10/09,LAMP,USD,SHERRY,6897.6,11/10/09
98163,11/10/09,OPTICAID,USD,SHERRY,8447.5,11/10/09
70357,11/9/09,SINHAN,USD,BONNIE,13020,11/9/09
86761,11/9/09,PELI,USD,VITA,16713,11/9/09
98158,11/9/09,ARTH,USD,SHERRY,3356.4,11/9/09
98159,11/9/09,MANN,USD,SHERRY,3136.96,11/9/09
70356,11/5/09,IMAGEM,USD,MAY,3471,11/5/09
70354,11/4/09,SAFETYWARE,USD,MAY,1447.5,11/4/09
70355,11/4/09,SENG,USD,MAY,1452.5,11/4/09
86758,11/3/09,T&M,USD,MAY,5356,11/3/09
86759,11/3/09,PALM,USD,MAY,4451.28,11/3/09
70353,11/2/09,MOORE,USD,BONNIE,7595.5,11/2/09
86756,10/30/09,DELSOL,USD,VITA,2102.4,10/30/09
86757,10/30/09,S.C.,USD,VITA,4792.35,10/30/09
98156,10/30/09,TOPG,USD,SHERRY,5299,10/30/09
98157,10/30/09,VICSA-ME,USD,SHERRY,9648.6,10/30/09
86755,10/29/09,SKAGA,USD,VITA,3004.75,10/29/09
86754,10/28/09,BINTEC,USD,VITA,3591,10/28/09
86752,10/27/09,BALZER,USD,VITA,9683,10/27/09
86753,10/27/09,CLUTE,USD,VITA,4357.2,10/27/09
98155,10/27/09,NOIR,USD,SHERRY,2850,10/27/09
86751,10/26/09,ZOOM-1,USD,VITA,1398.6,10/26/09
98154,10/26/09,LIBE,USD,SHERRY,62163.36,10/26/09
98153,10/23/09,IRID,USD,SHERRY,595,10/23/09
86749,10/22/09,ANDERCO,USD,VITA,43560,10/22/09
86750,10/22/09,CELICA,USD,VITA,5121.6,10/22/09
70352,10/21/09,GLOBAL VISION,USD,BONNIE,840,10/21/09
86747,10/21/09,BINTEC,USD,VITA,7155,10/21/09
86748,10/21/09,ROB,USD,VITA,2640,10/21/09
98149,10/21/09,MEDNOVA,USD,SHERRY,7139.35,10/21/09
98150,10/21/09,GATEOPTICAL,USD,SHERRY,2459.8,10/21/09
98151,10/21/09,GLOBAL-1,USD,SHERRY,2870,10/21/09
98152,10/21/09,IRID,USD,SHERRY,737.8,10/21/09
86746,10/20/09,BINTEC,USD,BONNIE,3051,10/20/09
98148,10/20/09,ROC,USD,SHERRY,5750,10/20/09
70340-1,10/19/09,CONG ,USD,BONNIE,2649,10/19/09
86745,10/19/09,FCE,USD,BONNIE,5000,10/19/09
86744,10/16/09,DECTRA,USD,SHERRY,3383.16,10/16/09
98147,10/16/09,DEGI,USD,SHERRY,9444,10/16/09
70351,10/15/09,SILVER RED ,USD,BONNIE,3920,10/15/09
86741,10/15/09,LOGA,USD,BONNIE,19881,10/15/09
86742,10/15/09,ROB,USD,BONNIE,2350,10/15/09
86743,10/15/09,ZOOM-1,USD,SHERRY,1398.6,10/15/09
98146,10/15/09,UVWR,USD,SHERRY,2931,10/15/09
98144,10/14/09,LIBE,USD,SHERRY,240,10/14/09
98145,10/14/09,ROC,USD,SHERRY,2505,10/14/09
70349,10/12/09,GUARDSMAN,USD,BONNIE,32662.5,10/12/09
98143,10/12/09,PROS,USD,SHERRY,20187.5,10/12/09
70348,10/9/09,EXCELLENT,USD,BONNIE,1464,10/9/09
83739,10/9/09,DAYTONA,USD,SHERRY,3124,10/9/09
86739,10/9/09,DAYTONA,USD,SHERRY,3124,10/9/09
86740,10/9/09,VAC,USD,SHERRY,5743.2,10/9/09
86738,10/7/09,KONG,USD,VITA,4876.8,10/7/09
70347,10/5/09,SENG,USD,BONNIE,948,10/5/09
86737,10/5/09,CAREHEALTY,USD,VITA,12585,10/5/09
70346,10/2/09,MULTILENS,USD,BONNIE,1650,10/2/09
86736,10/2/09,PELI,USD,VITA,22740.3,10/2/09
98141,10/2/09,ROYA,USD,VITA,3550.5,10/2/09
98142,10/2/09,ROYA,USD,VITA,5742,10/2/09
70345,9/30/09,HSD,USD,BONNIE,10912,9/30/09
98140,9/30/09,UVWR,USD,SHERRY,7039.5,9/30/09
86730A-1,9/29/09,VITO,USD,VITA,1444.3,9/29/09
70299-1,9/28/09,NEVA,USD,BONNIE,8394,9/28/09
86734,9/28/09,CLUTE,USD,MAY,25365,9/28/09
